,,,,bench,,,strat
2018-08-01,0.98821744,,,,,,
2018-08-02,0.993143886,,,,,,
2018-08-03,0.997788069,,,,,,
2018-08-06,1.001326296,,,,,,
2018-08-07,1.004150478,,,,,,
2018-08-08,1.003888098,,,,,,
2018-08-09,1.002446424,,,,,,
2018-08-10,0.995332536,,,,,,
2018-08-13,0.991326544,,,,,,
2018-08-14,0.997715798,,,,,,
2018-08-15,0.990113633,,,,,,
2018-08-16,0.998033042,,,,,,
2018-08-17,1.001356158,,,,,,
2018-08-20,1.003784176,,,,,,
2018-08-21,1.005852712,,,,,,
2018-08-22,1.00545456,,,,,,
2018-08-23,1.003763298,,,,,,
2018-08-24,1.009962138,,,,,,
2018-08-27,1.017632547,,,,,,
2018-08-28,1.017901826,,,,,,
2018-08-29,1.02360326,,,,,,
2018-08-30,1.019172931,,,,,,
2018-08-31,1.019307408,,,,,,
2018-09-04,1.017653086,,,,,,
2018-09-05,1.014849959,,,,,,
2018-09-06,1.011197654,,,,,,
2018-09-07,1.008984309,,,,,,
2018-09-10,1.010882136,,,,,,
2018-09-11,1.014621978,,,,,,
2018-09-12,1.01497865,,,,,,
2018-09-13,1.020260904,,,,,,
2018-09-14,1.020536386,,,,,,
2018-09-17,1.014966664,,,,,,
2018-09-18,1.020335678,,,,,,
2018-09-19,1.021588951,,,,,,
2018-09-20,1.029429543,,,,,,
2018-09-21,1.02906101,,,,,,
